"","DATE.OF.INTERVIEW","X1.9..latitude.","X1.9..longitude.","X1.9..altitude.","area.m3","Perception.of.the.fill.level","people.using.toilet","days.to.fill","date.full","Transport"
"1353","2017-03-30",NA,NA,NA,12.5,"Half-full",52,939.002403846154,"2019-10-25","Vacuum Tanker"
"1354","2017-03-30",-15.4286183,28.252955,1279.8,4.5,"Almost full",16,549.31640625,"2018-09-30","Vacuum Tanker"
"1355","2017-03-30",-15.42405,28.2569317,1288.5,12.5,"Half-full",26,1878.00480769231,"2022-05-21","Vacuum Tanker"
"1356","2017-03-30",-15.432925,28.2539333,1276.6,4.5,"Half-full",14,1255.58035714286,"2020-09-05","Vacuum Tanker"
"1357","2017-03-30",-15.4239883,28.2562483,1281,4.5,"Half-full",4,4394.53125,"2029-04-10","Vacuum Tanker"
"1358","2017-03-30",-15.4325467,28.25512,1276,12.5,"Half-full",8,6103.515625,"2033-12-14","Vacuum Tanker"
"1359","2017-03-30",-15.4287133,28.2523683,1276.5,4.5,"Half-full",8,2197.265625,"2023-04-05","Vacuum Tanker"
"1360","2017-03-30",-15.4238133,28.2568383,1282.3,4.5,"Almost full",12,732.421875,"2019-04-01","Vacuum Tanker"
"1361","2017-03-30",-15.4318283,28.2546733,1279.7,4.5,"Almost full",3,2929.6875,"2025-04-06","Vacuum Tanker"
"1362","2017-03-30",-15.4319,28.254375,1268.6,4.5,"Almost full",10,878.90625,"2019-08-25","Vacuum Tanker"
"1363","2017-03-30",NA,NA,NA,4.5,"Half-full",12,1464.84375,"2021-04-02","Vacuum Tanker"
"1364","2017-03-30",-15.42367,28.2569733,1284.4,12.5,"Almost empty",0,Inf,NA,"Vacuum Tanker"
"1365","2017-03-30",-15.42436,28.2563467,1281.3,4.5,"Almost full",15,585.9375,"2018-11-05","Vacuum Tanker"
"1366","2017-03-30",NA,NA,NA,4.5,"Half-full",9,1953.125,"2022-08-04","Vacuum Tanker"
"1367","2017-03-30",NA,NA,NA,12.5,"Almost empty",15,4882.8125,"2030-08-11","Vacuum Tanker"
"1368","2017-03-30",-15.4282867,28.2521617,1271.7,4.5,"Almost empty",26,1014.12259615385,"2020-01-08","Vacuum Tanker"
"1369","2017-03-30",-15.4326383,28.254925,1281.2,4.5,"Half-full",15,1171.875,"2020-06-13","Vacuum Tanker"
"1370","2017-03-30",-15.42407,28.25639,1280.9,12.5,"Almost empty",17,4308.36397058824,"2029-01-14","Vacuum Tanker"
"1371","2017-03-30",NA,NA,NA,4.5,"Almost empty",7,3766.74107142857,"2027-07-22","Vacuum Tanker"
"1372","2017-03-30",-15.4282117,28.2518667,1283.2,4.5,"Almost full",20,439.453125,"2018-06-12","Vacuum Tanker"
"1373","2017-03-30",-15.4236967,28.2561633,1280.2,4.5,"Half-full",16,1098.6328125,"2020-04-01","Vacuum Tanker"
"1374","2017-03-30",-15.4231667,28.257065,1276.7,4.5,"Half-full",17,1034.00735294118,"2020-01-28","Vacuum Tanker"
"1375","2017-03-30",NA,NA,NA,12.5,"Almost empty",20,3662.109375,"2027-04-09","Vacuum Tanker"
"1376","2017-03-30",-15.4281467,28.251305,1280.5,4.5,"Almost full",16,549.31640625,"2018-09-30","Vacuum Tanker"
"1377","2017-03-30",-15.422985,28.2569433,1277.2,4.5,"Full",12,292.96875,"2018-01-16","Vacuum Tanker"
"1378","2017-03-30",NA,NA,NA,4.5,"Full",7,502.232142857143,"2018-08-14","Vacuum Tanker"
"1379","2017-03-30",-15.43287,28.2537567,1276.5,12.5,"Half-full",6,8138.02083333333,"2039-07-11","Vacuum Tanker"
"1380","2017-03-30",-15.4328933,28.2539233,1285.7,4.5,"Almost empty",9,2929.6875,"2025-04-06","Vacuum Tanker"
"1381","2017-03-30",-15.4327967,28.2537067,1288.2,4.5,"Almost empty",20,1318.359375,"2020-11-07","Vacuum Tanker"
"1382","2017-03-30",-15.43272,28.25364,1281,4.5,"Full",22,159.801136363636,"2017-09-05","Vacuum Tanker"
"1383","2017-03-30",-15.4285983,28.2517367,1283.2,4.5,"Full",17,206.801470588235,"2017-10-22","Vacuum Tanker"
"1384","2017-03-30",-15.4232867,28.2565533,1284.9,4.5,"Half-full",9,1953.125,"2022-08-04","Vacuum Tanker"
"1385","2017-03-30",NA,NA,NA,4.5,"Half-full",13,1352.16346153846,"2020-12-11","Vacuum Tanker"
"1386","2017-04-06",-15.4328267,28.2538917,1284.4,4.5,"Half-full",9,1953.125,"2022-08-11","Vacuum Tanker"
"1387","2017-03-30",-15.4329567,28.25349,1284.2,4.5,"Half-full",26,676.081730769231,"2019-02-04","Vacuum Tanker"
"1388","2017-03-30",-15.43241,28.2536517,1281.9,12.5,"Half-full",10,4882.8125,"2030-08-11","Vacuum Tanker"
"1389","2017-03-30",-15.42281,28.25716,1276.4,4.5,"Half-full",11,1598.01136363636,"2021-08-14","Light Truck"
"1390","2017-03-30",-15.4293533,28.2525733,1279,4.5,"Almost full",20,439.453125,"2018-06-12","Vacuum Tanker"
"1391","2017-03-30",NA,NA,NA,12.5,"Half-full",16,3051.7578125,"2025-08-06","Vacuum Tanker"
"1392","2017-03-30",-15.4334233,28.25318,1279.4,4.5,"Half-full",11,1598.01136363636,"2021-08-14","Vacuum Tanker"
"1393","2017-03-30",-15.4331933,28.2534717,1273.9,12.5,"Almost full",23,1061.48097826087,"2020-02-24","Vacuum Tanker"
"1394","2017-03-30",NA,NA,NA,4.5,"Almost full",18,488.28125,"2018-07-31","Vacuum Tanker"
"1395","2017-03-30",-15.4294967,28.252405,1275.5,4.5,"Half-full",15,1171.875,"2020-06-13","Vacuum Tanker"
"1396","2017-03-30",-15.4327683,28.2532167,1293.7,4.5,"Half-full",12,1464.84375,"2021-04-02","Vacuum Tanker"
"1397","2017-03-30",-15.43241,28.2533167,1269.6,4.5,"Almost full",17,517.003676470588,"2018-08-29","Vacuum Tanker"
"1398","2017-03-30",-15.42288,28.2570883,1280.4,4.5,"Half-full",4,4394.53125,"2029-04-10","Vacuum Tanker"
"1399","2017-03-30",-15.4331967,28.2532917,1270.8,12.5,"Half-full",17,2872.24264705882,"2025-02-08","Vacuum Tanker"
"1400","2017-03-30",-15.4335,28.2527033,1264.3,4.5,"Full",10,351.5625,"2018-03-16","Vacuum Tanker"
"1401","2017-03-30",-15.4327617,28.2530333,1280.7,0,"Almost full",12,0,"2017-03-30","Push Cart"
"1402","2017-03-30",NA,NA,NA,4.5,"Full",6,585.9375,"2018-11-05","Vacuum Tanker"
"1403","2017-03-30",-15.4331517,28.2528483,1271.9,4.5,"Almost full",9,976.5625,"2019-12-01","Vacuum Tanker"
"1404","2017-03-30",-15.4323083,28.2534183,1279.2,4.5,"Full",7,502.232142857143,"2018-08-14","Vacuum Tanker"
"1405","2017-04-06",-15.4326917,28.2528567,1278.4,4.5,"Full",9,390.625,"2018-05-01","Vacuum Tanker"
"1406","2017-03-30",-15.433345,28.2524283,1278.5,4.5,"Almost empty",7,3766.74107142857,"2027-07-22","Vacuum Tanker"
"1407","2017-03-30",NA,NA,NA,12.5,"Almost empty",22,3329.19034090909,"2026-05-11","Vacuum Tanker"
"1408","2017-03-30",-15.4332717,28.25257,1290,4.5,"Half-full",7,2511.16071428571,"2024-02-13","Vacuum Tanker"
"1409","2017-03-30",NA,NA,NA,4.5,"Almost empty",20,1318.359375,"2020-11-07","Vacuum Tanker"
"1410","2017-03-30",NA,NA,NA,4.5,"Almost empty",26,1014.12259615385,"2020-01-08","Vacuum Tanker"
"1411","2017-03-30",-15.4233467,28.2566383,1307.9,12.5,"Almost full",25,976.5625,"2019-12-01","Vacuum Tanker"
"1412","2017-03-30",-15.4332367,28.25274,1276.5,12.5,"Half-full",28,1743.86160714286,"2022-01-06","Vacuum Tanker"
"1413","2017-03-30",-15.42916,28.25162,1294.2,4.5,"Half-full",9,1953.125,"2022-08-04","Push Cart"
"1414","2017-03-30",-15.43212,28.2533967,1286.6,4.5,"Half-full",8,2197.265625,"2023-04-05","Vacuum Tanker"
"1415","2017-03-30",NA,NA,NA,4.5,"Almost empty",20,1318.359375,"2020-11-07","Vacuum Tanker"
"1416","2017-03-30",-15.432355,28.2530133,1289.7,4.5,"Almost empty",12,2197.265625,"2023-04-05","Vacuum Tanker"
"1417","2017-03-30",-15.42875,28.25137,1281.4,12.5,"Half-full",18,2712.67361111111,"2024-09-01","Vacuum Tanker"
"1418","2017-03-30",NA,NA,NA,4.5,"Almost empty",30,878.90625,"2019-08-25","Vacuum Tanker"
"1419","2017-03-30",-15.4231067,28.2559917,1296,12.5,"Almost empty",14,5231.58482142857,"2031-07-26","Vacuum Tanker"
"1420","2017-03-30",NA,NA,NA,12.5,"Half-full",25,1953.125,"2022-08-04","Vacuum Tanker"
"1421","2017-03-30",-15.4219383,28.257045,1283.6,4.5,"Almost empty",15,1757.8125,"2022-01-20","Vacuum Tanker"
"1422",NA,-15.4287733,28.2510267,1279.8,4.5,"Half-full",54,325.520833333333,NA,"Vacuum Tanker"
"1423","2017-03-30",-15.43315,28.2559317,1282.8,12.5,"Half-full",2,24414.0625,"2084-02-01","Vacuum Tanker"
"1424","2017-03-30",-15.4334733,28.2557367,1273.3,4.5,"Almost empty",13,2028.24519230769,"2022-10-18","Vacuum Tanker"
"1425","2017-03-30",-15.4231617,28.25574,1285.1,12.5,"Almost empty",12,6103.515625,"2033-12-14","Vacuum Tanker"
"1426","2017-03-30",-15.4292083,28.2507883,1278.6,12.5,"Half-full",20,2441.40625,"2023-12-05","Vacuum Tanker"
"1427","2017-03-30",-15.422155,28.2565167,1277.3,4.5,"Half-full",7,2511.16071428571,"2024-02-13","Vacuum Tanker"
"1428","2017-03-30",NA,NA,NA,12.5,"Almost full",13,1878.00480769231,"2022-05-21","Vacuum Tanker"
"1429","2017-03-30",-15.4296083,28.2509233,1280.4,4.5,"Half-full",8,2197.265625,"2023-04-05","Vacuum Tanker"
"1430","2017-03-30",-15.4334867,28.2554767,1271.3,4.5,"Half-full",16,1098.6328125,"2020-04-01","Vacuum Tanker"
"1431","2017-03-30",-15.42315,28.2555167,1291.5,4.5,"Half-full",6,2929.6875,"2025-04-06","Vacuum Tanker"
"1432","2017-03-30",-15.4219367,28.2562,1284,12.5,"Almost full",0,Inf,NA,"Vacuum Tanker"
"1433","2017-03-30",-15.4328433,28.2556733,1273.3,12.5,"Half-full",9,5425.34722222222,"2032-02-05","Vacuum Tanker"
"1434","2017-03-30",-15.4333233,28.2554133,1286.7,4.5,"Half-full",5,3515.625,"2026-11-13","Vacuum Tanker"
"1435","2017-03-30",NA,NA,NA,4.5,"Full",14,251.116071428571,"2017-12-06","Vacuum Tanker"
"1436","2017-03-30",NA,NA,NA,4.5,"Almost full",13,676.081730769231,"2019-02-04","Vacuum Tanker"
"1437","2017-03-30",-15.4335767,28.2552683,1278.5,4.5,"Almost empty",20,1318.359375,"2020-11-07","Vacuum Tanker"
"1438","2017-03-30",-15.4229383,28.2554683,1281.2,4.5,"Half-full",18,976.5625,"2019-12-01","Vacuum Tanker"
"1439","2017-03-30",-15.4221083,28.25612,1291,4.5,"Half-full",21,837.053571428571,"2019-07-15","Vacuum Tanker"
"1440","2017-03-30",-15.42968,28.25177,1274.1,4.5,"Almost full",40,219.7265625,"2017-11-04","Vacuum Tanker"
"1441","2017-03-30",-15.433925,28.2555267,1279.1,4.5,"Almost full",4,2197.265625,"2023-04-05","Vacuum Tanker"
"1442","2017-03-30",-15.4222217,28.2562333,1282.5,4.5,"Half-full",14,1255.58035714286,"2020-09-05","Vacuum Tanker"
"1443","2017-03-30",NA,NA,NA,4.5,"Almost empty",375,70.3125,"2017-06-08","Vacuum Tanker"
"1444","2017-03-30",NA,NA,NA,12.5,"Half-full",14,3487.72321428571,"2026-10-16","Vacuum Tanker"
"1445","2017-03-30",-15.4336317,28.2547333,1275.7,12.5,"Almost empty",18,4069.01041666667,"2028-05-20","Vacuum Tanker"
"1446","2017-03-30",-15.4228933,28.2552767,1288,4.5,"Almost full",27,325.520833333333,"2018-02-18","Push Cart"
"1447","2017-03-30",NA,NA,NA,12.5,"Half-full",24,2034.50520833333,"2022-10-24","Vacuum Tanker"
"1448","2017-03-30",-15.4339017,28.2554583,1283.3,4.5,"Half-full",10,1757.8125,"2022-01-20","Vacuum Tanker"
"1449","2017-03-30",-15.4336233,28.2549883,1277.8,4.5,"Half-full",10,1757.8125,"2022-01-20","Vacuum Tanker"
"1450","2017-03-30",-15.4331633,28.2547,1283.2,0,"Half-full",18,0,"2017-03-30","Vacuum Tanker"
"1451","2017-03-30",-15.433735,28.2547317,1283,12.5,"Almost empty",24,3051.7578125,"2025-08-06","Vacuum Tanker"
"1452","2017-03-30",NA,NA,NA,12.5,"Almost empty",13,5634.01442307692,"2032-09-01","Vacuum Tanker"
"1453","2017-03-30",-15.43407,28.2553683,1269.3,4.5,"Almost full",8,1098.6328125,"2020-04-01","Vacuum Tanker"
"1454","2017-03-30",-15.4298617,28.2527233,1279.3,4.5,"Full",5,703.125,"2019-03-03","Vacuum Tanker"
"1455","2017-03-30",-15.4332533,28.254525,1278.5,4.5,"Almost full",16,549.31640625,"2018-09-30","Vacuum Tanker"
"1456","2017-03-30",-15.423305,28.2551817,1277.1,12.5,"Half-full",9,5425.34722222222,"2032-02-05","Vacuum Tanker"
"1457","2017-03-30",-15.4338867,28.2546067,1285.3,4.5,"Half-full",7,2511.16071428571,"2024-02-13","Vacuum Tanker"
"1458","2017-03-30",-15.43348,28.2544617,1286.6,12.5,"Half-full",30,1627.60416666667,"2021-09-12","Vacuum Tanker"
"1459","2017-03-30",NA,NA,NA,4.5,"Almost full",11,799.005681818182,"2019-06-07","Vacuum Tanker"
"1460","2017-03-30",-15.4337883,28.2544767,1293.6,4.5,"Almost full",5,1757.8125,"2022-01-20","Vacuum Tanker"
"1461","2017-03-30",-15.4225867,28.25526,1234.6,4.5,"Half-full",7,2511.16071428571,"2024-02-13","Light Truck"
"1462","2017-03-30",-15.4343967,28.2550017,1297.3,4.5,"Half-full",20,878.90625,"2019-08-25","Vacuum Tanker"
"1463","2017-03-30",-15.4338667,28.254425,1291.4,12.5,"Half-full",8,6103.515625,"2033-12-14","Vacuum Tanker"
"1464","2017-03-30",-15.422715,28.2552683,1275.5,12.5,"Almost empty",1,73242.1875,"2217-10-10","Vacuum Tanker"
"1465","2017-03-30",NA,NA,NA,4.5,"Almost empty",24,1098.6328125,"2020-04-01","Vacuum Tanker"
"1466","2017-03-30",-15.4340817,28.25471,1272.9,4.5,"Almost full",10,878.90625,"2019-08-25","Vacuum Tanker"
"1467","2017-03-30",-15.42244,28.2550233,1277,12.5,"Half-full",16,3051.7578125,"2025-08-06","Vacuum Tanker"
"1468","2017-03-30",-15.4224067,28.254985,1286.8,4.5,"Half-full",18,976.5625,"2019-12-01","Vacuum Tanker"
"1469","2017-03-30",-15.42291,28.2554433,1291.9,4.5,"Almost full",10,878.90625,"2019-08-25","Vacuum Tanker"
"1470","2017-03-30",NA,NA,NA,4.5,"Full",18,195.3125,"2017-10-11","Vacuum Tanker"
"1471","2017-03-30",NA,NA,NA,4.5,"Almost full",51,172.334558823529,"2017-09-18","Vacuum Tanker"
"1472","2017-03-30",-15.4305183,28.2519933,1278.7,4.5,"Full",10,351.5625,"2018-03-16","Push Cart"
"1473","2017-03-30",-15.4224617,28.25575,1286,12.5,"Half-full",12,4069.01041666667,"2028-05-20","Vacuum Tanker"
"1474","2017-03-30",-15.43028,28.251445,1270.6,12.5,"Almost empty",48,1525.87890625,"2021-06-02","Vacuum Tanker"
"1475","2017-03-30",-15.4222617,28.25567,1277.8,4.5,"Half-full",12,1464.84375,"2021-04-02","Vacuum Tanker"
"1476","2017-03-30",NA,NA,NA,4.5,"Almost full",20,439.453125,"2018-06-12","Vacuum Tanker"
"1477","2017-03-30",-15.430645,28.2520667,1279.6,4.5,"Half-full",12,1464.84375,"2021-04-02","Vacuum Tanker"
"1478","2017-03-30",-15.4225067,28.2559933,1273.5,12.5,"Almost empty",16,4577.63671875,"2029-10-10","Vacuum Tanker"
"1479","2017-03-30",NA,NA,NA,4.5,"Full",16,219.7265625,"2017-11-04","Vacuum Tanker"
"1480","2017-03-30",-15.4307867,28.25194,1298.4,4.5,"Almost full",23,382.133152173913,"2018-04-16","Vacuum Tanker"
"1481","2017-03-30",NA,NA,NA,12.5,"Half-full",7,6975.44642857143,"2036-05-04","Vacuum Tanker"
"1482","2017-03-30",-15.4305267,28.25149,1281,4.5,"Half-full",11,1598.01136363636,"2021-08-14","Vacuum Tanker"
"1483","2017-03-30",-15.4227083,28.2546133,1284.1,4.5,"Almost empty",5,5273.4375,"2031-09-06","Vacuum Tanker"
"1484","2017-03-30",-15.4227283,28.2549383,1272.3,12.5,"Half-full",11,4438.92045454545,"2029-05-24","Vacuum Tanker"
"1485","2017-03-30",-15.4228367,28.2546017,1291.2,4.5,"Almost full",9,976.5625,"2019-12-01","Vacuum Tanker"
"1486","2017-03-30",-15.4225317,28.254435,1277.5,4.5,"Half-full",0,Inf,NA,"Vacuum Tanker"
"1487","2017-03-30",-15.4224133,28.254345,1274.9,4.5,"Half-full",4,4394.53125,"2029-04-10","Vacuum Tanker"
"1488","2017-03-30",-15.4305183,28.2508167,1285.8,4.5,"Half-full",12,1464.84375,"2021-04-02","Vacuum Tanker"
"1489","2017-03-30",NA,NA,NA,4.5,"Half-full",16,1098.6328125,"2020-04-01","Vacuum Tanker"
"1490","2017-03-30",-15.43031,28.250615,1288.2,4.5,"Full",10,351.5625,"2018-03-16","Vacuum Tanker"
"1491","2017-03-30",NA,NA,NA,4.5,"Half-full",27,651.041666666667,"2019-01-10","Vacuum Tanker"
"1492","2017-03-30",-15.4228267,28.2540583,1291.8,12.5,"Half-full",24,2034.50520833333,"2022-10-24","Vacuum Tanker"
"1493","2017-03-30",-15.4228317,28.2539433,1276.4,4.5,"Half-full",25,703.125,"2019-03-03","Push Cart"
"1494","2017-03-30",-15.4300617,28.2505767,1281.4,4.5,"Full",15,234.375,"2017-11-19","Vacuum Tanker"
"1495","2017-03-30",NA,NA,NA,4.5,"Almost full",16,549.31640625,"2018-09-30","Vacuum Tanker"
"1496","2017-03-30",-15.4297633,28.25052,1281.8,4.5,"Almost full",23,382.133152173913,"2018-04-16","Vacuum Tanker"
"1497","2017-03-31",-15.4303167,28.2502233,1261.4,4.5,"Almost empty",4,6591.796875,"2035-04-17","Vacuum Tanker"
"1498","2017-03-31",-15.430165,28.250205,1284.5,0,"Almost empty",22,0,"2017-03-31","Vacuum Tanker"
"1499","2017-03-31",-15.4216967,28.2571733,1257.6,4.5,"Almost full",22,399.502840909091,"2018-05-04","Vacuum Tanker"
"1500","2017-03-31",-15.4307833,28.251245,1273.6,4.5,"Almost full",17,517.003676470588,"2018-08-30","Vacuum Tanker"
"1501","2017-03-31",NA,NA,NA,4.5,"Almost full",20,439.453125,"2018-06-13","Vacuum Tanker"
"1502","2017-03-31",-15.4307333,28.2507233,1259.6,4.5,"Almost full",4,2197.265625,"2023-04-06","Vacuum Tanker"
"1503","2017-03-31",-15.4214883,28.2564667,1146,12.5,"Almost empty",4,18310.546875,"2067-05-18","Vacuum Tanker"
"1504","2017-03-31",NA,NA,NA,12.5,NA,15,3255.20833333333,"2026-02-27","Vacuum Tanker"
"1505",NA,-15.4217733,28.2568083,1269.6,4.5,"Almost full",8,1098.6328125,NA,"Vacuum Tanker"
"1506","2017-03-31",-15.421365,28.2567017,1281.7,4.5,"Half-full",9,1953.125,"2022-08-05","Vacuum Tanker"
"1507","2017-03-31",NA,NA,NA,4.5,"Half-full",25,703.125,"2019-03-04","Vacuum Tanker"
"1508","2017-03-31",-15.430775,28.2508617,1230.9,4.5,"Half-full",13,1352.16346153846,"2020-12-12","Vacuum Tanker"
"1509","2017-03-31",-15.421535,28.256745,1275.1,4.5,"Almost full",33,266.335227272727,"2017-12-22","Vacuum Tanker"
"1510","2017-03-31",NA,NA,NA,4.5,"Half-full",18,976.5625,"2019-12-02","Vacuum Tanker"
"1511","2017-03-31",-15.4305067,28.2506333,1282.8,12.5,"Almost full",7,3487.72321428571,"2026-10-17","Vacuum Tanker"
"1512","2017-03-31",-15.4216617,28.2554567,1283.3,12.5,"Almost empty",9,8138.02083333333,"2039-07-12","Vacuum Tanker"
"1513","2017-03-31",NA,NA,NA,4.5,"Half-full",12,1464.84375,"2021-04-03","Vacuum Tanker"
"1514","2017-03-31",-15.431015,28.25042,1281.8,4.5,"Half-full",5,3515.625,"2026-11-14","Vacuum Tanker"
"1515","2017-03-31",NA,NA,NA,4.5,"Half-full",18,976.5625,"2019-12-02","Vacuum Tanker"
"1516","2017-03-31",-15.4342167,28.2562967,1259,4.5,"Half-full",4,4394.53125,"2029-04-11","Vacuum Tanker"
"1517","2017-03-31",-15.4220833,28.2554417,1268.7,4.5,"Almost full",15,585.9375,"2018-11-06","Vacuum Tanker"
"1518","2017-03-31",-15.4308083,28.250395,1282.8,4.5,"Half-full",9,1953.125,"2022-08-05","Vacuum Tanker"
"1519","2017-03-31",-15.4342717,28.256035,1279.8,4.5,"Full",7,502.232142857143,"2018-08-15","Vacuum Tanker"
"1520","2017-03-31",-15.4216683,28.2550933,1288,4.5,"Almost empty",10,2636.71875,"2024-06-18","Vacuum Tanker"
"1521","2017-03-31",NA,NA,NA,4.5,"Half-full",18,976.5625,"2019-12-02","Vacuum Tanker"
"1522","2017-03-31",-15.4219333,28.2550833,1280.5,4.5,"Almost empty",9,2929.6875,"2025-04-07","Vacuum Tanker"
"1523","2017-03-31",NA,NA,NA,4.5,"Almost full",15,585.9375,"2018-11-06","Push Cart"
"1524","2017-03-31",-15.434505,28.2561033,1259,12.5,"Half-full",16,3051.7578125,"2025-08-07","Vacuum Tanker"
"1525","2017-03-31",-15.4343117,28.2557383,1276.5,4.5,"Half-full",50,351.5625,"2018-03-17","Vacuum Tanker"
"1526","2017-03-31",-15.4341567,28.255665,1271.3,4.5,"Half-full",11,1598.01136363636,"2021-08-15","Vacuum Tanker"
"1527","2017-03-31",NA,NA,NA,4.5,"Half-full",29,606.14224137931,"2018-11-27","Vacuum Tanker"
"1528","2017-03-31",-15.4338867,28.2557683,1283.2,4.5,"Almost full",7,1255.58035714286,"2020-09-06","Vacuum Tanker"
"1529","2017-03-31",-15.4223233,28.2546,1268.5,4.5,"Almost empty",8,3295.8984375,"2026-04-08","Vacuum Tanker"
"1530","2017-03-31",-15.4344233,28.2557667,1279.8,4.5,"Almost full",8,1098.6328125,"2020-04-02","Vacuum Tanker"
"1531","2017-03-31",-15.43457,28.2558617,1276.1,4.5,"Almost full",7,1255.58035714286,"2020-09-06","Vacuum Tanker"
"1532","2017-03-31",NA,NA,NA,4.5,"Almost full",10,878.90625,"2019-08-26","Vacuum Tanker"
"1533","2017-03-31",-15.4306333,28.250045,1273.4,0,"Half-full",26,0,"2017-03-31","Push Cart"
"1534","2017-03-31",-15.4344967,28.2559583,1285.4,4.5,"Almost full",20,439.453125,"2018-06-13","Vacuum Tanker"
"1535","2017-03-31",-15.43452,28.256345,1242.3,4.5,"Half-full",21,837.053571428571,"2019-07-16","Vacuum Tanker"
"1536","2017-03-31",-15.4340167,28.255715,1281.7,4.5,"Half-full",9,1953.125,"2022-08-05","Vacuum Tanker"
"1537","2017-03-31",-15.4347533,28.255785,1289.7,4.5,"Half-full",5,3515.625,"2026-11-14","Vacuum Tanker"
"1538","2017-03-31",-15.422045,28.2543933,1283.2,4.5,"Almost empty",17,1551.01102941176,"2021-06-29","Vacuum Tanker"
"1539","2017-03-31",-15.4346933,28.255915,1277.9,4.5,"Almost full",90,97.65625,"2017-07-06","Vacuum Tanker"
"1540","2017-03-31",-15.4307833,28.2496333,1313.4,4.5,"Almost full",100,87.890625,"2017-06-26","Vacuum Tanker"
"1541",NA,-15.4351383,28.2562517,1282.3,4.5,"Half-full",5,3515.625,NA,"Vacuum Tanker"
"1542","2017-03-31",-15.4351533,28.2561417,1283.2,4.5,"Half-full",4,4394.53125,"2029-04-11","Vacuum Tanker"
"1543","2017-03-31",-15.422295,28.25414,1277.2,4.5,"Almost empty",14,1883.37053571429,"2022-05-27","Vacuum Tanker"
"1544","2017-03-31",-15.42234,28.253505,1281,4.5,"Half-full",14,1255.58035714286,"2020-09-06","Vacuum Tanker"
"1545","2017-03-31",-15.435185,28.2559517,1282.1,4.5,"Half-full",29,606.14224137931,"2018-11-27","Vacuum Tanker"
"1546","2017-03-31",NA,NA,NA,4.5,"Almost empty",8,3295.8984375,"2026-04-08","Vacuum Tanker"
"1547","2017-04-07",-15.43525,28.25663,1296.2,4.5,"Half-full",8,2197.265625,"2023-04-13","Vacuum Tanker"
"1548","2017-03-31",-15.4223367,28.2529417,1272.3,4.5,"Half-full",16,1098.6328125,"2020-04-02","Vacuum Tanker"
"1549","2017-03-31",-15.4225233,28.2536267,1284,4.5,"Half-full",7,2511.16071428571,"2024-02-14","Vacuum Tanker"
"1550","2017-03-31",NA,NA,NA,4.5,"Half-full",30,585.9375,"2018-11-06","Vacuum Tanker"
"1551","2017-03-31",-15.4223217,28.2539733,1275.5,4.5,"Almost full",32,274.658203125,"2017-12-30","Vacuum Tanker"
"1552","2017-03-31",-15.4289417,28.2526067,1269.6,12.5,"Almost full",30,813.802083333333,"2019-06-22","Vacuum Tanker"
"1553","2017-03-31",-15.4354233,28.2560083,1284.6,4.5,"Almost full",12,732.421875,"2019-04-02","Vacuum Tanker"
"1554","2017-03-31",-15.4294167,28.2530117,1269.3,4.5,"Almost empty",25,1054.6875,"2020-02-18","Vacuum Tanker"
"1555","2017-03-31",-15.43542,28.256215,1275.3,4.5,"Half-full",5,3515.625,"2026-11-14","Vacuum Tanker"
"1556","2017-03-31",-15.4347133,28.256485,1287,4.5,"Almost empty",25,1054.6875,"2020-02-18","Vacuum Tanker"
"1557","2017-03-31",NA,NA,NA,4.5,"Half-full",20,878.90625,"2019-08-26","Vacuum Tanker"
"1558","2017-03-31",-15.4354617,28.2562217,1278.5,4.5,"Almost full",12,732.421875,"2019-04-02","Vacuum Tanker"
"1559","2017-03-31",-15.42919,28.253155,1283.2,4.5,"Almost full",9,976.5625,"2019-12-02","Vacuum Tanker"
"1560","2017-03-31",-15.4221683,28.2532933,1301.9,4.5,"Almost full",14,627.790178571429,"2018-12-18","Vacuum Tanker"
"1561","2017-03-31",-15.4347167,28.2568317,1269.5,4.5,"Half-full",7,2511.16071428571,"2024-02-14","Vacuum Tanker"
"1562","2017-03-31",-15.4346433,28.2569933,1306.6,4.5,"Almost full",6,1464.84375,"2021-04-03","Vacuum Tanker"
"1563","2017-03-31",-15.4293383,28.2533267,1278.5,12.5,"Almost empty",46,1592.2214673913,"2021-08-09","Light Truck"
"1564","2017-03-31",NA,NA,NA,4.5,"Almost full",21,418.526785714286,"2018-05-23","Vacuum Tanker"
"1565","2017-03-31",-15.42921,28.25335,1283,4.5,"Almost full",12,732.421875,"2019-04-02","Push Cart"
"1566","2017-03-31",-15.422055,28.253465,1280.9,12.5,"Almost full",24,1017.25260416667,"2020-01-12","Vacuum Tanker"
"1567","2017-03-31",-15.4347967,28.25711,1278.5,4.5,"Half-full",8,2197.265625,"2023-04-06","Vacuum Tanker"
"1568","2017-03-31",-15.4348517,28.2566567,1274.7,4.5,"Almost full",7,1255.58035714286,"2020-09-06","Vacuum Tanker"
"1569","2017-03-31",-15.435145,28.25707,1275.2,4.5,"Full",7,502.232142857143,"2018-08-15","Vacuum Tanker"
"1570","2017-03-31",-15.4351533,28.2569067,1273.4,4.5,"Almost full",4,2197.265625,"2023-04-06","Vacuum Tanker"
"1571","2017-03-31",NA,NA,NA,4.5,"Half-full",11,1598.01136363636,"2021-08-15","Vacuum Tanker"
"1572","2017-03-31",-15.422465,28.253765,1277.5,4.5,"Almost empty",12,2197.265625,"2023-04-06","Vacuum Tanker"
