"","DATE.OF.INTERVIEW","X1.9..latitude.","X1.9..longitude.","X1.9..altitude.","area.m3","Perception.of.the.fill.level","people.using.toilet","days.to.fill","date.full","Transport"
"1573","2017-03-31",-15.4224817,28.25401,1299.3,4.5,"Half-full",20,878.90625,"2019-08-26","Vacuum Tanker"
"1574","2017-03-31",NA,NA,NA,4.5,"Almost full",30,292.96875,"2018-01-17","Vacuum Tanker"
"1575","2017-03-31",-15.42994,28.2536283,1257.8,4.5,"Almost full",25,351.5625,"2018-03-17","Vacuum Tanker"
"1576","2017-03-31",-15.4346833,28.25727,1283.6,12.5,"Half-full",418,116.813696172249,"2017-07-25","Vacuum Tanker"
"1577","2017-03-31",-15.434425,28.2569683,1275.3,4.5,"Half-full",8,2197.265625,"2023-04-06","Vacuum Tanker"
"1578","2017-03-31",NA,NA,NA,4.5,"Half-full",17,1034.00735294118,"2020-01-29","Push Cart"
"1579","2017-03-31",-15.423075,28.2535717,1287.3,12.5,"Almost full",40,610.3515625,"2018-12-01","Vacuum Tanker"
"1580","2017-03-31",NA,NA,NA,12.5,"Half-full",64,762.939453125,"2019-05-02","Vacuum Tanker"
"1581","2017-03-31",-15.4229783,28.254035,1276.2,12.5,"Almost empty",21,3487.72321428571,"2026-10-17","Vacuum Tanker"
"1582","2017-03-31",NA,NA,NA,4.5,"Half-full",18,976.5625,"2019-12-02","Vacuum Tanker"
"1583","2017-03-31",-15.4341717,28.2568567,1245.8,12.5,"Almost empty",35,2092.63392857143,"2022-12-22","Vacuum Tanker"
"1584","2017-03-31",-15.4232133,28.2540583,1247.1,4.5,"Almost full",15,585.9375,"2018-11-06","Vacuum Tanker"
"1585","2017-03-31",-15.42301,28.254255,1279.3,4.5,"Half-full",17,1034.00735294118,"2020-01-29","Vacuum Tanker"
"1586","2017-03-31",-15.4303733,28.2536083,1276.5,0,"Half-full",13,0,"2017-03-31","Vacuum Tanker"
"1587","2017-03-31",-15.430165,28.25277,1275.8,12.5,"Almost full",16,1525.87890625,"2021-06-03","Vacuum Tanker"
"1588","2017-03-31",NA,NA,NA,12.5,"Half-full",12,4069.01041666667,"2028-05-21","Vacuum Tanker"
"1589","2017-03-31",NA,NA,NA,12.5,"Half-full",13,3756.00961538462,"2027-07-13","Vacuum Tanker"
"1590","2017-03-31",-15.4233167,28.253955,1266.7,12.5,"Almost empty",4,18310.546875,"2067-05-18","Vacuum Tanker"
"1591","2017-03-31",-15.4343283,28.2553267,1275.3,4.5,"Half-full",11,1598.01136363636,"2021-08-15","Vacuum Tanker"
"1592","2017-03-31",-15.4345267,28.255,1288,4.5,"Almost full",18,488.28125,"2018-08-01","Vacuum Tanker"
"1593","2017-03-31",-15.4235117,28.2541633,1275.2,4.5,"Half-full",0,Inf,NA,"Vacuum Tanker"
"1594","2017-03-31",-15.4233333,28.254855,1280.9,4.5,"Half-full",9,1953.125,"2022-08-05","Push Cart"
"1595","2017-03-31",-15.4348767,28.2555367,1283.8,4.5,"Half-full",15,1171.875,"2020-06-14","Push Cart"
"1596","2017-03-31",NA,NA,NA,4.5,"Half-full",10,1757.8125,"2022-01-21","Vacuum Tanker"
"1597","2017-03-31",-15.4348783,28.2550733,1281.2,4.5,"Almost full",18,488.28125,"2018-08-01","Vacuum Tanker"
"1598","2017-03-31",-15.4353733,28.2556783,1281.4,4.5,"Almost full",20,439.453125,"2018-06-13","Vacuum Tanker"
"1599","2017-03-31",-15.4234517,28.2549867,1282.7,4.5,"Half-full",21,837.053571428571,"2019-07-16","Vacuum Tanker"
"1600","2017-03-31",-15.4236667,28.2545683,1283.1,4.5,"Almost empty",0,Inf,NA,"Vacuum Tanker"
"1601","2017-03-31",-15.435255,28.25536,1278.1,4.5,"Half-full",20,878.90625,"2019-08-26","Vacuum Tanker"
"1602","2017-03-31",-15.4236917,28.2548433,1274.9,4.5,"Almost full",5,1757.8125,"2022-01-21","Light Truck"
"1603","2017-03-31",-15.435605,28.255855,1290.9,4.5,"Half-full",10,1757.8125,"2022-01-21","Vacuum Tanker"
"1604","2017-03-31",-15.4356633,28.255535,1286.3,4.5,"Half-full",10,1757.8125,"2022-01-21","Vacuum Tanker"
"1605","2017-03-31",NA,NA,NA,4.5,"Full",26,135.216346153846,"2017-08-13","Vacuum Tanker"
"1606","2017-03-31",-15.4359033,28.2552983,1275.3,4.5,"Half-full",16,1098.6328125,"2020-04-02","Vacuum Tanker"
"1607","2017-03-31",NA,NA,NA,4.5,"Almost full",14,627.790178571429,"2018-12-18","Vacuum Tanker"
"1608","2017-03-31",-15.423955,28.25494,1279.1,4.5,"Half-full",15,1171.875,"2020-06-14","Vacuum Tanker"
"1609","2017-03-31",-15.4242167,28.2551817,1256.1,4.5,"Half-full",8,2197.265625,"2023-04-06","Vacuum Tanker"
"1610","2017-03-31",-15.4240183,28.25514,1291.1,4.5,"Almost empty",1,26367.1875,"2089-06-08","Vacuum Tanker"
"1611","2017-03-31",-15.436005,28.258365,1278.4,12.5,"Full",462,21.1377164502164,"2017-04-21","Vacuum Tanker"
"1612","2017-03-31",-15.4242383,28.2546333,1262.3,4.5,"Almost empty",3,8789.0625,"2041-04-23","Vacuum Tanker"
"1613","2017-03-31",-15.4238833,28.2547433,1276.2,12.5,"Almost full",32,762.939453125,"2019-05-02","Vacuum Tanker"
"1614","2017-03-31",-15.42426,28.254345,1276,4.5,"Almost empty",14,1883.37053571429,"2022-05-27","Vacuum Tanker"
"1615","2017-03-31",-15.4241817,28.25415,1274.8,12.5,"Almost empty",9,8138.02083333333,"2039-07-12","Vacuum Tanker"
"1616","2017-03-31",-15.4240783,28.254515,1275.8,4.5,"Full",24,146.484375,"2017-08-24","Vacuum Tanker"
"1617","2017-03-31",-15.4241367,28.2547533,1279.2,0,"Half-full",10,0,"2017-03-31","Vacuum Tanker"
"1618","2017-03-31",-15.4237833,28.2544033,1286.3,4.5,"Almost empty",9,2929.6875,"2025-04-07","Vacuum Tanker"
"1619","2017-03-31",-15.4234933,28.253775,1263.4,4.5,"Almost full",12,732.421875,"2019-04-02","Vacuum Tanker"
"1620","2017-03-31",-15.423745,28.2535383,1285.6,4.5,"Half-full",14,1255.58035714286,"2020-09-06","Vacuum Tanker"
"1621","2017-03-31",-15.4238433,28.2533917,1286.4,12.5,"Half-full",23,2122.96195652174,"2023-01-21","Vacuum Tanker"
"1622","2017-03-31",-15.4241033,28.253575,1287.4,4.5,"Almost empty",15,1757.8125,"2022-01-21","Vacuum Tanker"
"1623","2017-03-31",-15.4241317,28.2530217,1279.8,4.5,"Half-full",17,1034.00735294118,"2020-01-29","Vacuum Tanker"
"1624","2017-03-31",-15.423765,28.253115,1272,4.5,"Almost full",9,976.5625,"2019-12-02","Vacuum Tanker"
"1625","2017-03-31",-15.4236633,28.2528533,1281.2,12.5,"Almost empty",0,Inf,NA,"Vacuum Tanker"
"1626","2017-03-31",-15.42366,28.2527167,1280.3,4.5,"Half-full",11,1598.01136363636,"2021-08-15","Vacuum Tanker"
"1627","2017-03-31",-15.4238883,28.2529567,1283.8,12.5,"Almost empty",133,550.693139097744,"2018-10-02","Vacuum Tanker"
"1628","2017-03-31",-15.4234017,28.2529167,1291.8,4.5,"Half-full",0,Inf,NA,"Vacuum Tanker"
"1629","2017-03-31",-15.4241833,28.2527567,1287.5,4.5,"Half-full",18,976.5625,"2019-12-02","Push Cart"
"1630","2017-03-31",-15.435,28.2549683,1277.8,4.5,"Almost full",9,976.5625,"2019-12-02","Vacuum Tanker"
"1631","2017-03-31",-15.4236383,28.253145,1164.1,4.5,"Almost full",26,338.040865384615,"2018-03-04","Vacuum Tanker"
"1632","2017-03-31",-15.4360333,28.25512,1281.1,4.5,"Full",18,195.3125,"2017-10-12","Vacuum Tanker"
"1633","2017-03-31",-15.43547,28.25517,1279.7,4.5,"Full",130,27.0432692307692,"2017-04-27","Vacuum Tanker"
"1634","2017-03-31",-15.4362033,28.2549833,1278,4.5,"Half-full",17,1034.00735294118,"2020-01-29","Vacuum Tanker"
"1635","2017-03-31",-15.4358467,28.2547867,1300.9,4.5,"Half-full",9,1953.125,"2022-08-05","Vacuum Tanker"
"1636","2017-03-31",-15.4356617,28.2545533,1272.1,4.5,"Almost full",8,1098.6328125,"2020-04-02","Vacuum Tanker"
"1637","2017-03-31",-15.43554,28.2558483,1293,12.5,"Half-full",756,64.5874669312169,"2017-06-03","Vacuum Tanker"
"1638","2017-03-31",-15.4354833,28.2544217,1274.6,4.5,"Half-full",10,1757.8125,"2022-01-21","Vacuum Tanker"
"1639","2017-03-31",-15.4355717,28.2543133,1277,4.5,"Almost full",8,1098.6328125,"2020-04-02","Vacuum Tanker"
"1640","2017-03-31",-15.4352483,28.25462,1324.7,4.5,"Full",8,439.453125,"2018-06-13","Vacuum Tanker"
"1641","2017-03-31",-15.435065,28.2545017,1270.3,4.5,"Half-full",20,878.90625,"2019-08-26","Vacuum Tanker"
"1642","2017-03-31",-15.4348983,28.2544267,1285.4,4.5,"Almost full",16,549.31640625,"2018-10-01","Vacuum Tanker"
"1643","2017-04-01",NA,NA,NA,4.5,"Almost full",30,292.96875,"2018-01-18","Vacuum Tanker"
"1644","2017-04-01",NA,NA,NA,4.5,"Half-full",26,676.081730769231,"2019-02-06","Vacuum Tanker"
"1645","2017-04-01",-15.4351583,28.2572883,1278.9,4.5,"Half-full",5,3515.625,"2026-11-15","Vacuum Tanker"
"1646","2017-04-01",-15.4352283,28.2575483,1132.3,4.5,"Half-full",12,1464.84375,"2021-04-04","Vacuum Tanker"
"1647","2017-04-01",NA,NA,NA,12.5,"Almost empty",42,1743.86160714286,"2022-01-08","Vacuum Tanker"
"1648","2017-04-01",-15.4353617,28.2577767,1130.5,4.5,"Half-full",13,1352.16346153846,"2020-12-13","Vacuum Tanker"
"1649","2017-04-01",NA,NA,NA,4.5,"Full",15,234.375,"2017-11-21","Vacuum Tanker"
"1650","2017-04-01",-15.435595,28.257695,1247,4.5,"Almost empty",12,2197.265625,"2023-04-07","Vacuum Tanker"
"1651","2017-04-01",-15.43463,28.2547567,1273.5,4.5,"Half-full",10,1757.8125,"2022-01-22","Vacuum Tanker"
"1652","2017-04-01",NA,NA,NA,4.5,"Almost empty",7,3766.74107142857,"2027-07-24","Vacuum Tanker"
"1653","2017-04-01",-15.43604,28.2578233,1265.1,4.5,"Half-full",20,878.90625,"2019-08-27","Push Cart"
"1654","2017-04-01",-15.4213283,28.2560433,1278.3,12.5,"Half-full",17,2872.24264705882,"2025-02-10","Vacuum Tanker"
"1655","2017-04-01",-15.4213283,28.2558033,1289,4.5,"Almost full",4,2197.265625,"2023-04-07","Vacuum Tanker"
"1656","2017-04-01",-15.4212733,28.255895,1262.1,12.5,"Half-full",18,2712.67361111111,"2024-09-03","Vacuum Tanker"
"1657","2017-04-01",NA,NA,NA,12.5,"Half-full",17,2872.24264705882,"2025-02-10","Vacuum Tanker"
"1658","2017-04-01",-15.4348283,28.2543067,1277.3,4.5,"Half-full",21,837.053571428571,"2019-07-17","Vacuum Tanker"
"1659","2017-04-01",-15.4210917,28.2558917,1278.9,4.5,"Almost empty",14,1883.37053571429,"2022-05-28","Vacuum Tanker"
"1660","2017-04-01",NA,NA,NA,12.5,"Half-full",9,5425.34722222222,"2032-02-07","Push Cart"
"1661","2017-04-01",-15.4208883,28.2560867,1286.8,12.5,"Almost empty",9,8138.02083333333,"2039-07-13","Vacuum Tanker"
"1662","2017-04-01",-15.434465,28.25485,1274.6,4.5,"Half-full",12,1464.84375,"2021-04-04","Vacuum Tanker"
"1663","2017-04-01",-15.434995,28.2543833,1274.1,12.5,"Almost full",10,2441.40625,"2023-12-07","Vacuum Tanker"
"1664","2017-04-01",-15.43668,28.2576483,1274.6,4.5,"Almost full",14,627.790178571429,"2018-12-19","Vacuum Tanker"
"1665","2017-04-01",-15.4344017,28.2546717,1282.1,4.5,"Half-full",2,8789.0625,"2041-04-24","Vacuum Tanker"
"1666","2017-04-01",-15.4209,28.2554033,1299.4,4.5,"Almost full",8,1098.6328125,"2020-04-03","Vacuum Tanker"
"1667","2017-04-01",-15.4207583,28.2556633,1281.6,4.5,"Almost full",22,399.502840909091,"2018-05-05","Vacuum Tanker"
"1668","2017-04-01",-15.43471,28.25431,1284.4,4.5,"Almost empty",10,2636.71875,"2024-06-19","Vacuum Tanker"
"1669","2017-04-01",NA,NA,NA,4.5,"Almost full",18,488.28125,"2018-08-02","Vacuum Tanker"
"1670","2017-04-01",-15.4344883,28.254385,1273.9,4.5,"Half-full",19,925.164473684211,"2019-10-13","Vacuum Tanker"
"1671","2017-04-01",-15.43456,28.2544483,1278.8,12.5,"Almost empty",5,14648.4375,"2057-05-09","Vacuum Tanker"
"1672","2017-04-01",-15.4344567,28.2542267,1275,12.5,"Half-full",12,4069.01041666667,"2028-05-22","Vacuum Tanker"
"1673","2017-04-01",-15.42129,28.25564,1294.7,4.5,"Almost full",0,Inf,NA,"Light Truck"
"1674","2017-04-01",-15.4211467,28.255675,1282.6,4.5,"Almost full",21,418.526785714286,"2018-05-24","Vacuum Tanker"
"1675","2017-04-01",-15.4365883,28.2578633,1283.5,12.5,"Almost empty",19,3854.85197368421,"2027-10-20","Vacuum Tanker"
"1676","2017-04-01",NA,NA,NA,12.5,"Half-full",28,1743.86160714286,"2022-01-08","Vacuum Tanker"
"1677","2017-04-01",-15.4214383,28.2555433,1294.7,4.5,"Half-full",13,1352.16346153846,"2020-12-13","Vacuum Tanker"
"1678","2017-04-01",-15.4215317,28.2554933,1284.9,0,"Almost full",21,0,"2017-04-01","Vacuum Tanker"
"1679","2017-04-01",-15.4346817,28.2538,1277.2,12.5,"Half-full",12,4069.01041666667,"2028-05-22","Vacuum Tanker"
"1680","2017-04-01",-15.4345217,28.2536017,1272.1,4.5,"Almost empty",322,81.8856754658385,"2017-06-21","Vacuum Tanker"
"1681","2017-04-01",-15.436395,28.2580267,1275.9,4.5,"Almost full",6,1464.84375,"2021-04-04","Vacuum Tanker"
"1682","2017-04-01",NA,NA,NA,4.5,"Half-full",26,676.081730769231,"2019-02-06","Vacuum Tanker"
"1683","2017-04-01",-15.42141,28.255345,1283.6,4.5,"Almost empty",15,1757.8125,"2022-01-22","Vacuum Tanker"
"1684","2017-04-01",-15.4362817,28.25725,1275.6,12.5,NA,14,3487.72321428571,"2026-10-18","Vacuum Tanker"
"1685","2017-04-01",-15.432855,28.2544617,1258.9,4.5,"Half-full",14,1255.58035714286,"2020-09-07","Vacuum Tanker"
"1686",NA,-15.42128,28.254885,1276.5,4.5,"Half-full",0,Inf,NA,"Vacuum Tanker"
"1687","2017-04-01",NA,NA,NA,4.5,"Almost full",12,732.421875,"2019-04-03","Vacuum Tanker"
"1688","2017-04-01",-15.4330633,28.25429,1282.7,4.5,"Half-full",23,764.266304347826,"2019-05-05","Vacuum Tanker"
"1689","2017-04-01",-15.43322,28.2543917,1276.1,4.5,"Almost full",16,549.31640625,"2018-10-02","Vacuum Tanker"
"1690","2017-04-01",-15.436625,28.257275,1272.2,4.5,"Almost full",17,517.003676470588,"2018-08-31","Vacuum Tanker"
"1691","2017-04-01",-15.4215983,28.2548467,1269.6,12.5,"Almost empty",24,3051.7578125,"2025-08-08","Vacuum Tanker"
"1692","2017-04-01",-15.4211917,28.2545867,1297.6,12.5,"Half-full",15,3255.20833333333,"2026-02-28","Vacuum Tanker"
"1693","2017-04-01",-15.43288,28.2544517,1294.5,4.5,"Half-full",21,837.053571428571,"2019-07-17","Vacuum Tanker"
"1694","2017-04-01",-15.43295,28.2541367,1282.6,4.5,"Almost full",12,732.421875,"2019-04-03","Vacuum Tanker"
"1695","2017-04-01",-15.42141,28.2548117,1303.6,4.5,"Almost empty",21,1255.58035714286,"2020-09-07","Vacuum Tanker"
"1696","2017-04-01",-15.4330783,28.2543833,1275.4,4.5,"Almost full",13,676.081730769231,"2019-02-06","Vacuum Tanker"
"1697","2017-04-01",NA,NA,NA,4.5,"Full",27,130.208333333333,"2017-08-09","Vacuum Tanker"
"1698","2017-04-01",-15.4332983,28.2542367,1253.9,4.5,"Full",8,439.453125,"2018-06-14","Vacuum Tanker"
"1699","2017-04-01",NA,NA,NA,12.5,"Half-full",20,2441.40625,"2023-12-07","Vacuum Tanker"
"1700","2017-04-01",-15.4331933,28.2542083,1279.7,4.5,"Half-full",6,2929.6875,"2025-04-08","Vacuum Tanker"
"1701","2017-04-01",-15.4213317,28.25392,1271.5,4.5,"Almost empty",16,1647.94921875,"2021-10-04","Vacuum Tanker"
"1702","2017-04-01",-15.435925,28.2570983,1263.7,4.5,"Almost full",12,732.421875,"2019-04-03","Vacuum Tanker"
"1703","2017-04-01",-15.4331017,28.253995,1276.2,12.5,"Half-full",33,1479.64015151515,"2021-04-19","Vacuum Tanker"
"1704","2017-04-01",-15.4356717,28.2571167,1281.1,4.5,"Almost full",20,439.453125,"2018-06-14","Vacuum Tanker"
"1705","2017-04-01",NA,NA,NA,4.5,"Almost full",25,351.5625,"2018-03-18","Vacuum Tanker"
"1706","2017-04-01",-15.4333933,28.2541283,1288.1,4.5,"Half-full",9,1953.125,"2022-08-06","Vacuum Tanker"
"1707","2017-04-01",-15.422115,28.2526783,1297.6,4.5,"Almost empty",16,1647.94921875,"2021-10-04","Vacuum Tanker"
"1708","2017-03-01",-15.43562,28.2572517,1297.3,12.5,"Almost full",7,3487.72321428571,"2026-09-17","Vacuum Tanker"
"1709","2017-04-01",-15.4332083,28.2535617,1277,4.5,NA,12,1464.84375,"2021-04-04","Vacuum Tanker"
"1710","2017-04-01",NA,NA,NA,4.5,"Full",50,70.3125,"2017-06-10","Vacuum Tanker"
"1711","2017-04-01",-15.4333433,28.253635,1278.2,4.5,"Almost empty",13,2028.24519230769,"2022-10-20","Vacuum Tanker"
"1712","2017-04-01",-15.43352,28.254475,1387.1,12.5,"Almost empty",20,3662.109375,"2027-04-11","Vacuum Tanker"
"1713","2017-04-01",-15.4330667,28.2536417,1277.7,4.5,"Half-full",6,2929.6875,"2025-04-08","Vacuum Tanker"
"1714","2017-04-01",-15.4333933,28.25358,1282.4,4.5,"Half-full",2,8789.0625,"2041-04-24","Vacuum Tanker"
"1715","2017-04-01",-15.4336633,28.2540717,1302.7,4.5,"Half-full",14,1255.58035714286,"2020-09-07","Vacuum Tanker"
"1716","2017-04-01",-15.433585,28.2536283,1276.6,4.5,"Almost full",13,676.081730769231,"2019-02-06","Vacuum Tanker"
"1717","2017-04-01",-15.4221417,28.2518267,1299.5,4.5,"Half-full",6,2929.6875,"2025-04-08","Vacuum Tanker"
"1718","2017-04-01",-15.422405,28.2516733,1295.8,4.5,"Half-full",0,Inf,NA,"Vacuum Tanker"
"1719","2017-04-01",-15.422645,28.2525233,1269.5,12.5,"Half-full",7,6975.44642857143,"2036-05-06","Vacuum Tanker"
"1720","2017-04-01",-15.4330767,28.2537633,1288.2,4.5,"Almost full",12,732.421875,"2019-04-03","Vacuum Tanker"
"1721","2017-04-01",-15.43346,28.25331,1276.8,4.5,"Almost full",8,1098.6328125,"2020-04-03","Vacuum Tanker"
"1722","2017-04-01",-15.4338017,28.2538383,1301.1,4.5,"Almost empty",16,1647.94921875,"2021-10-04","Vacuum Tanker"
"1723","2017-04-01",-15.4336617,28.2539267,1306.4,4.5,"Half-full",20,878.90625,"2019-08-27","Vacuum Tanker"
"1724","2017-04-01",-15.4225433,28.2517867,1295.7,4.5,"Almost empty",14,1883.37053571429,"2022-05-28","Light Truck"
"1725","2017-04-01",-15.43534,28.256985,1280,4.5,"Full",17,206.801470588235,"2017-10-24","Vacuum Tanker"
"1726","2017-04-01",NA,NA,NA,4.5,"Almost full",19,462.582236842105,"2018-07-07","Vacuum Tanker"
"1727","2017-04-01",-15.4336117,28.2534233,1280.8,4.5,"Half-full",20,878.90625,"2019-08-27","Vacuum Tanker"
"1728","2017-04-01",-15.433955,28.253155,1275.5,4.5,"Full",6,585.9375,"2018-11-07","Vacuum Tanker"
"1729","2017-04-01",NA,NA,NA,12.5,"Almost empty",7,10463.1696428571,"2045-11-23","Vacuum Tanker"
"1730","2017-04-01",-15.4351817,28.2568367,1296.2,4.5,"Half-full",18,976.5625,"2019-12-03","Vacuum Tanker"
"1731","2017-04-01",-15.4338833,28.2534067,1275,4.5,"Half-full",20,878.90625,"2019-08-27","Vacuum Tanker"
"1732","2017-04-01",-15.43544,28.256545,1270.5,12.5,"Half-full",18,2712.67361111111,"2024-09-03","Vacuum Tanker"
"1733","2017-04-01",-15.4339933,28.253615,1268.4,12.5,"Almost full",24,1017.25260416667,"2020-01-13","Vacuum Tanker"
"1734","2017-04-01",-15.4341133,28.2533967,1275.1,4.5,"Almost full",13,676.081730769231,"2019-02-06","Vacuum Tanker"
"1735","2017-04-01",-15.43524,28.2566333,1285.6,4.5,"Half-full",12,1464.84375,"2021-04-04","Vacuum Tanker"
"1736","2017-04-01",-15.433585,28.2534817,1275.3,4.5,"Half-full",35,502.232142857143,"2018-08-16","Vacuum Tanker"
"1737","2017-04-01",NA,NA,NA,4.5,"Almost empty",10,2636.71875,"2024-06-19","Vacuum Tanker"
"1738","2017-04-01",-15.4344667,28.2533,1273.3,4.5,"Half-full",8,2197.265625,"2023-04-07","Vacuum Tanker"
"1739","2017-04-01",-15.4343167,28.25349,1276.9,4.5,"Half-full",20,878.90625,"2019-08-27","Vacuum Tanker"
"1740","2017-04-01",-15.435075,28.2570583,1273.4,12.5,"Half-full",15,3255.20833333333,"2026-02-28","Vacuum Tanker"
"1741","2017-04-01",-15.43399,28.2537117,1274.7,4.5,NA,18,976.5625,"2019-12-03","Vacuum Tanker"
"1742","2017-04-01",-15.4337883,28.2533633,1280.5,4.5,"Almost empty",11,2397.01704545455,"2023-10-24","Vacuum Tanker"
"1743","2017-04-01",-15.434225,28.2532183,1279.3,4.5,NA,20,878.90625,"2019-08-27","Vacuum Tanker"
"1744","2017-04-01",NA,NA,NA,12.5,"Half-full",18,2712.67361111111,"2024-09-03","Vacuum Tanker"
"1745","2017-04-01",-15.434175,28.2532117,1259.9,12.5,"Almost full",20,1220.703125,"2020-08-03","Vacuum Tanker"
"1746","2017-04-01",-15.4363333,28.2567467,1282.9,4.5,"Almost empty",7,3766.74107142857,"2027-07-24","Vacuum Tanker"
"1747","2017-04-01",-15.4364917,28.2564983,1276.9,0,"Almost full",10,0,"2017-04-01","Vacuum Tanker"
"1748","2017-04-01",-15.42275,28.2517233,1273.6,12.5,NA,10,4882.8125,"2030-08-13","Vacuum Tanker"
"1749","2017-04-01",-15.4348817,28.253415,1262.7,4.5,"Half-full",4,4394.53125,"2029-04-12","Vacuum Tanker"
"1750","2017-04-01",-15.4363033,28.25701,1265.7,4.5,"Full",11,319.602272727273,"2018-02-14","Light Truck"
"1751","2017-04-01",-15.434885,28.25327,1276.8,4.5,"Almost full",15,585.9375,"2018-11-07","Vacuum Tanker"
"1752","2017-04-01",NA,NA,NA,4.5,"Half-full",12,1464.84375,"2021-04-04","Vacuum Tanker"
"1753",NA,-15.4348933,28.25357,1293.6,4.5,"Almost full",6,1464.84375,NA,"Vacuum Tanker"
"1754","2017-04-01",-15.43493,28.25332,1280.7,4.5,"Almost full",13,676.081730769231,"2019-02-06","Vacuum Tanker"
"1755","2017-04-01",-15.4366933,28.2565633,1285.1,4.5,"Almost empty",17,1551.01102941176,"2021-06-30","Vacuum Tanker"
"1756","2017-04-01",-15.4365633,28.2570683,1285,4.5,"Almost full",9,976.5625,"2019-12-03","Vacuum Tanker"
"1757","2017-04-01",NA,NA,NA,4.5,"Almost empty",16,1647.94921875,"2021-10-04","Vacuum Tanker"
"1758","2017-04-01",-15.4239967,28.2524667,1272.6,4.5,"Almost empty",24,1098.6328125,"2020-04-03","Vacuum Tanker"
"1759","2017-04-01",-15.43553,28.25337,1277.7,4.5,"Half-full",21,837.053571428571,"2019-07-17","Vacuum Tanker"
"1760","2017-04-01",-15.4357133,28.25361,1315.5,4.5,"Almost empty",5,5273.4375,"2031-09-08","Vacuum Tanker"
"1761","2017-04-01",-15.4357283,28.253585,1273.2,4.5,"Full",22,159.801136363636,"2017-09-07","Vacuum Tanker"
"1762","2017-04-01",-15.4352933,28.253345,1266.5,4.5,"Almost empty",21,1255.58035714286,"2020-09-07","Vacuum Tanker"
"1763","2017-04-01",-15.4350617,28.2535083,1290.8,4.5,"Almost full",7,1255.58035714286,"2020-09-07","Vacuum Tanker"
"1764","2017-04-01",-15.4354667,28.2536967,1279.6,12.5,"Almost empty",7,10463.1696428571,"2045-11-23","Vacuum Tanker"
"1765","2017-04-01",-15.4356567,28.2537733,1266.3,4.5,"Almost full",6,1464.84375,"2021-04-04","Vacuum Tanker"
"1766","2017-04-01",-15.42375,28.251495,1272.8,4.5,"Half-full",0,Inf,NA,"Vacuum Tanker"
"1767","2017-04-01",-15.4357,28.253755,1281.7,12.5,"Almost empty",13,5634.01442307692,"2032-09-03","Vacuum Tanker"
"1768","2017-04-01",-15.4354283,28.2538983,1286.6,4.5,"Full",9,390.625,"2018-04-26","Vacuum Tanker"
"1769","2017-04-01",-15.423815,28.2510367,1273.7,4.5,"Almost empty",23,1146.39945652174,"2020-05-21","Vacuum Tanker"
"1770","2017-04-01",-15.423755,28.25192,1266.5,4.5,"Almost empty",14,1883.37053571429,"2022-05-28","Light Truck"
"1771","2017-04-01",-15.4358333,28.2537417,1282.7,4.5,"Full",17,206.801470588235,"2017-10-24","Vacuum Tanker"
"1772","2017-04-01",-15.4358267,28.2537983,1274.4,4.5,"Full",13,270.432692307692,"2017-12-27","Vacuum Tanker"
"1773","2017-04-01",-15.435885,28.25435,1268.3,4.5,"Almost full",30,292.96875,"2018-01-18","Vacuum Tanker"
"1774","2017-04-01",-15.4358767,28.253425,1279.6,12.5,"Almost empty",15,4882.8125,"2030-08-13","Vacuum Tanker"
"1775","2017-04-01",-15.4358933,28.2535783,1281.8,4.5,"Full",9,390.625,"2018-04-26","Vacuum Tanker"
"1776","2017-04-01",-15.4361867,28.2536767,1279.3,4.5,"Almost full",25,351.5625,"2018-03-18","Vacuum Tanker"
"1777","2017-04-01",-15.4362367,28.2540117,1282.4,4.5,"Half-full",7,2511.16071428571,"2024-02-15","Vacuum Tanker"
"1778","2017-04-01",-15.4365917,28.25376,1283,4.5,"Almost full",26,338.040865384615,"2018-03-05","Vacuum Tanker"
